
sample	lnL(posterior)	lnL(seq)	lnL(times)	lnL(rates)	birth	death	clock	root	tstv	nu	rr0	rr1	rr2	pr0	pr1	pr2	t(calib:CAL1_clade:CLADE1)	t(calib:CAL1_clade:CLADE2)	t(calib:CAL2_clade:CLADE3)	clade(calib:CAL1)	clade(calib:CAL2)	br0	br1	br2	br3	br4	br5	br6	br7	br8	br9	br10	br11	br12	br13	br14	br15	br16	br17	br18	br19	br20	br21	br22	br23	br24	br25	br26	br27	br28	br29	br30	br31	br32	br33	br34	br35	br36	br37	br38	br39	br40	br41	t22	t23	t24	t25	t26	t27	t28	t29	t30	t31	t32	t33	t34	t35	t36	t37	t38	t39	t40	t41	t42	accRT	tuneRT	accT	tuneT	accClock	tuneClock	accTCr	tuneTCr	accTreeRates	tuneTreeRates	accSprW	tuneSprW	accSpr	tuneSpr	accSprLoc	tuneSprLoc	
  2500	 -24060.8	 -23916.7	    -81.3	    -62.7	  0.00626487	  0.00195728	  0.00027446	     -437.78	     5.61001	     1.35473	0.0310228	1.40295	5.24589	0.639497	0.237058	0.123445	-233.668	-69.136	-437.78	CLADE1	CLADE3	2.437	3.26924	1.05371	3.05478	1.04197	0.322464	0.61739	1.24564	2.35051	2.57684	3.43452	0.60464	3.21903	1.00204	1.71729	1.5479	1.80967	2.23863	1.28702	1.89359	0.523792	0.906269	1.19355	0.573209	0.661309	4.35079	0.422483	0.856997	1.24776	0.200882	3.47594	2.06102	3.67047	5.34232	2.31982	0.216604	0.274561	0.291127	1.25032	0.562788	0.073433	1.26596	-169.395	-85.3677	-170.174	-105.922	-131.437	-113.496	-105.301	-56.0264	-372.532	-129.146	-298.296	-196.024	-87.3474	-217.767	-77.9335	-296.757	-212.848	-69.136	-233.668	-28.7446	-437.78	0.316832	5.0625	0	1	0.39604	1.5	0	1	0	1	9.61538E-09	0.00101496	9.61538E-09	0.0173415	9.61538E-09	0.0260123	
  2600	 -24041.0	 -23910.1	    -79.1	    -51.9	   0.0054848	  0.00190456	 0.000325955	    -464.121	     6.46104	     1.41279	0.0374669	1.69437	6.33557	0.665401	0.246661	0.0879375	-263.092	-105.606	-464.121	CLADE1	CLADE3	1.30208	2.20762	0.858181	1.18569	1.9087	0.922297	2.86177	0.739058	1.62805	1.06408	1.4765	0.542771	3.98881	0.648239	1.20941	1.23078	1.90974	2.36243	1.10646	1.7361	3.50809	1.01327	1.51472	2.23778	0.9707	0.667451	0.903	3.00959	0.771204	0.20536	1.07385	0.699127	2.63701	1.87605	2.42006	0.16849	1.86802	1.0073	0.220149	2.04377	0.568654	1.16491	-105.466	-76.1525	-319.345	-14.5238	-95.6892	-118.96	-43.013	-43.9685	-304.32	-85.1906	-217.273	-142.313	-60.2881	-141.867	-95.6744	-204.184	-172.706	-105.606	-263.092	-39.4737	-464.121	0.316832	5.0625	0	1	0.39604	1.5	0	1	0	1	9.61538E-09	0.000676639	9.61538E-09	0.0173415	9.61538E-09	0.0173415	
  2700	 -24037.2	 -23910.7	    -75.5	    -51.0	    0.010047	  0.00279987	 0.000368238	    -378.275	     6.62817	      1.4639	0.0383823	1.73577	6.49037	0.662174	0.256179	0.0816466	-259.563	-77.2825	-378.275	CLADE1	CLADE3	0.979825	1.66125	1.00377	1.75873	1.30988	0.632943	1.27498	1.32762	2.92458	1.49831	2.07902	0.447463	3.2569	0.677048	1.53065	1.23273	2.67071	3.30378	1.01507	1.50779	1.62157	1.19683	3.54791	1.69443	0.978745	1.11113	2.18798	0.76964	1.32018	0.409605	1.85871	1.41639	1.59415	1.62	2.53469	0.632416	0.534023	1.10367	0.593895	1.04076	1.70803	1.72462	-88.3078	-72.5474	-237.706	-33.5916	-84.4752	-98.2949	-63.8404	-49.3858	-275.026	-71.7057	-144.465	-179.599	-44.4221	-123.764	-54.8807	-132.156	-215.867	-77.2825	-259.563	-54.0525	-378.275	0.316832	5.0625	0	1	0.39604	1.5	0	1	0	1	9.61538E-09	0.000676639	0.0288462	0.011561	9.61538E-09	0.0173415	
  2800	 -24045.6	 -23917.7	    -66.5	    -61.4	   0.0128402	  0.00563704	 0.000519948	    -409.475	     6.62817	      1.4639	0.037959	1.82843	6.41879	0.664333	0.257015	0.078652	-103.793	-58.0602	-409.475	CLADE1	CLADE3	2.23441	2.06595	1.0842	1.34314	2.57632	1.2449	0.982016	1.08584	3.23885	1.669	1.4524	0.656013	4.02259	1.11461	1.43939	1.49311	1.91344	3.11307	2.19559	2.60181	1.09707	0.964191	4.42426	0.427571	0.0764706	0.949467	2.58709	3.27586	0.83595	0.258866	0.71529	0.747467	2.03093	2.3552	2.76226	4.23589	0.41677	3.59035	3.22302	1.00481	0.37186	1.1358	-64.5265	-40.6284	-190.789	-28.7611	-62.1581	-70.9023	-22.7921	-14.5799	-153.05	-56.0976	-86.9127	-77.9241	-35.3079	-85.1978	-38.0418	-84.3101	-99.8762	-58.0602	-103.793	-21.5947	-409.475	0.316832	5.0625	0	1	0.39604	1.5	0	1	0.237624	1.5	0.00961539	0.000451093	0.0288462	0.011561	9.61538E-09	0.011561	
  2900	 -24046.9	 -23914.6	    -73.0	    -59.2	  0.00948881	  0.00246846	 0.000409159	    -393.487	     5.84028	      1.4639	0.033878	1.63185	5.7287	0.649565	0.251301	0.0991339	-197.748	-59.6578	-393.487	CLADE2	CLADE3	1.68508	1.91646	1.29701	1.07069	1.6027	0.774435	2.50993	1.14998	2.67507	2.36351	2.03885	0.512865	3.08985	0.843851	1.09475	1.05019	2.53997	4.13241	1.46709	2.13413	2.80399	1.29937	4.74453	2.84983	0.499769	0.835391	3.03138	0.981935	1.9625	0.555719	1.57635	0.776058	1.53519	3.33921	3.84076	1.10018	1.36539	1.70243	1.3512	0.345615	1.62657	1.85398	-70.0326	-64.7075	-345.222	-16.2312	-68.3522	-134.465	-52.847	-30.6876	-226.917	-59.9326	-100.713	-167.087	-38.3659	-91.1898	-51.8111	-97.1448	-184.272	-59.6578	-197.748	-41.3026	-393.487	0.267327	7.59375	0	1	0.39604	1.5	0.316832	1.5	0.237624	1.5	9.61538E-09	0.000300729	9.61538E-09	0.00770735	9.61538E-09	0.011561	
  3000	 -24043.1	 -23915.2	    -74.6	    -53.2	  0.00715633	 0.000502332	 0.000373771	    -369.427	     5.84028	      1.4639	0.0324623	1.47603	5.48931	0.644775	0.241915	0.113311	-267.469	-120.78	-369.427	CLADE2	CLADE3	2.06656	2.35032	1.29301	1.12269	1.62103	0.824573	1.07584	1.08276	2.40771	1.13674	1.51691	0.417853	3.09637	0.609072	0.811331	1.44133	2.50229	4.07111	1.15558	1.68099	1.81667	1.2404	3.70317	0.555489	0.563419	0.903537	1.6021	1.67691	1.65881	0.569261	2.25561	1.14996	1.013	0.972243	2.78702	0.885759	2.15756	1.68759	0.350344	0.74846	2.29979	2.87882	-68.931	-47.035	-328.447	-24.9928	-66.8695	-147.506	-49.5155	-38.8673	-278.054	-59.975	-107.559	-166.338	-38.8508	-97.6618	-57.4272	-103.25	-222.19	-120.78	-267.469	-33.4532	-369.427	0.267327	7.59375	0	1	0.0792079	1	0.316832	1.5	0.237624	1.5	9.61538E-09	0.000300729	9.61538E-09	0.00770735	9.61538E-09	0.011561	
  3100	 -24043.3	 -23911.8	    -68.6	    -62.9	   0.0156599	 0.000285409	 0.000507619	    -390.184	     5.84028	     1.74767	0.0344263	1.56533	5.82142	0.65524	0.2419	0.10286	-181.868	-56.1112	-390.184	CLADE2	CLADE3	2.30362	3.46524	1.34044	3.25445	2.25512	0.896959	0.822464	1.43207	2.55044	1.59689	2.13095	0.716642	4.72823	0.7926	1.73752	1.38892	2.50791	4.62727	1.5611	2.32034	1.46334	1.23616	5.33841	1.33107	0.282712	2.72068	1.13156	1.2898	1.38961	0.437559	1.08669	1.76138	1.21171	3.85298	2.8412	0.687249	0.932503	0.571248	0.131561	2.72433	1.36487	1.53214	-67.0155	-42.8888	-99.5597	-27.2635	-59.3483	-68.7171	-39.9975	-25.2807	-219.578	-52.3325	-94.6203	-95.7155	-34.0614	-86.1085	-48.11	-85.5036	-111.847	-56.1112	-181.868	-20.8159	-390.184	0.267327	7.59375	0	1	0.0792079	1	0.316832	1.5	0.237624	1.5	9.61538E-09	0.000200486	9.61538E-09	0.00770735	9.61538E-09	0.00770735	
  3200	 -24032.3	 -23908.8	    -63.5	    -60.0	   0.0133663	 0.000944277	 0.000596622	    -362.179	     5.84028	     1.74767	0.0347655	1.48809	5.87878	0.65524	0.239039	0.105721	-122.534	-51.0832	-362.179	CLADE1	CLADE3	1.39012	2.22284	1.2296	1.506	3.73334	2.08042	2.29202	0.992052	2.40969	1.54027	2.0554	0.498409	3.43869	0.80931	1.42357	1.42463	1.83725	2.32114	0.723285	1.07505	4.02097	2.39312	3.22814	0.536243	0.254865	1.04944	0.322975	0.914202	3.29948	0.382936	0.530392	0.85296	2.48949	2.3969	4.03213	0.0671453	0.434877	0.333682	0.518867	1.55085	3.21221	3.21091	-59.4753	-28.5325	-146.81	-8.04712	-46.8392	-58.2438	-11.7672	-37.2333	-131.302	-40.3931	-89.8	-92.0444	-31.7268	-30.3513	-37.13	-84.1894	-109.739	-51.0832	-122.534	-20.903	-362.179	0.267327	7.59375	0	1	0.0792079	1	0.316832	1.5	0.237624	1.5	9.61538E-09	0.000200486	9.61538E-09	0.00513823	9.61538E-09	0.00770735	
  3300	 -24027.2	 -23907.5	    -66.3	    -53.5	   0.0168271	   0.0014467	 0.000529151	     -322.08	     5.84028	     1.36121	0.0347655	1.48809	5.87878	0.65524	0.239039	0.105721	-146.725	-57.876	-322.08	CLADE2	CLADE3	1.22131	1.77603	0.967351	2.35531	0.725714	0.292884	1.62174	1.47804	3.57831	1.05949	1.72781	0.501205	3.79976	0.653891	1.33588	1.155	1.88477	2.62217	0.53047	0.816065	4.18149	0.778166	2.86469	0.509119	0.138492	1.24082	0.339778	1.20493	2.24251	0.327398	0.860965	0.510391	1.29753	1.33011	2.57019	1.92597	0.380879	1.71416	0.269624	2.18964	0.578543	2.14379	-66.934	-34.3617	-88.6416	-7.85695	-60.6484	-62.6201	-73.117	-50.5463	-173.44	-50.1304	-95.6933	-76.4253	-32.8145	-91.1347	-21.3886	-90.2167	-106.548	-57.876	-146.725	-25.5435	-322.08	0.267327	7.59375	0.366337	1.5	0.0792079	1	0.316832	1.5	0.237624	1.5	9.61538E-09	0.000133657	9.61538E-09	0.00513823	9.61538E-09	0.00513823	
  3400	 -24025.3	 -23905.0	    -72.6	    -47.7	   0.0107543	  0.00104818	 0.000406239	    -422.453	     5.84028	     1.38997	0.0186266	1.26699	5.41855	0.623057	0.253902	0.123041	-177.012	-75.9114	-422.453	CLADE2	CLADE3	1.452	2.11149	0.887717	1.42848	2.46271	1.15473	0.833643	0.609176	1.47481	1.11216	1.8137	0.317948	2.79954	0.715198	1.22679	0.752153	1.92224	2.6743	0.737937	1.15549	1.68102	1.65413	1.57773	2.64126	0.201207	0.79171	0.508602	0.468013	1.66084	0.184347	0.818933	1.51357	2.62125	1.56731	1.98218	0.126868	1.53151	1.35118	2.04512	0.996812	0.784093	0.604361	-87.9486	-72.6486	-201.229	-26.9084	-78.8615	-93.8829	-25.5336	-49.1502	-207.297	-75.2123	-154.31	-142.819	-44.299	-59.0288	-72.5675	-146.153	-171.987	-75.9114	-177.012	-29.5814	-422.453	0.267327	7.59375	0.366337	1.5	0.0792079	1	0.316832	1.5	0.237624	1.5	9.61538E-09	8.91048E-05	9.61538E-09	0.00342549	9.61538E-09	0.00513823	
  3500	 -24029.3	 -23908.4	    -73.2	    -47.8	   0.0107543	 0.000693093	 0.000405517	    -437.117	     5.86228	     1.18504	0.0216951	1.34642	5.29905	0.628625	0.248334	0.123041	-143.539	-65.7959	-437.117	CLADE1	CLADE3	0.753477	1.09571	0.85663	0.771807	1.92862	0.904297	0.956497	1.35151	2.45425	1.22831	2.00312	0.432281	4.01012	0.866151	1.2744	0.771544	2.22708	3.57119	1.16921	1.35712	1.92876	1.17818	1.14503	1.31753	0.612534	0.420689	0.787253	2.03831	1.94836	0.142849	0.846631	1.07175	2.01451	1.88506	1.61485	0.110759	0.516811	1.87669	0.594949	0.873664	0.177658	1.8837	-87.5865	-69.5515	-365.754	-16.469	-82.9564	-85.4742	-32.0195	-30.4638	-232.736	-76.5427	-165.029	-97.9147	-34.468	-66.4937	-42.8246	-163.576	-122.764	-65.7959	-143.539	-55.9819	-437.117	0.138614	5.0625	0.366337	1.5	0.0792079	1	0.316832	1.5	0.237624	1.5	9.61538E-09	5.94032E-05	9.61538E-09	0.00342549	9.61538E-09	0.00513823	
  3600	 -24035.2	 -23917.8	    -72.7	    -44.7	   0.0109111	  0.00092627	 0.000416758	    -361.531	     5.82964	     1.21698	0.0217735	1.33673	5.31821	0.628625	0.248334	0.123041	-179.214	-71.1704	-361.531	CLADE2	CLADE3	1.24713	1.72247	0.609788	1.6438	1.51945	0.712446	1.02435	1.42044	2.57943	1.07203	1.74827	0.36357	3.12992	0.754805	1.07921	0.548897	1.19676	1.91904	1.0249	1.18962	1.82068	0.536285	1.17277	1.65207	0.206952	0.9524	1.30849	1.41936	0.529906	0.115354	1.44415	0.320056	1.54423	1.90318	2.12686	1.47279	0.389964	2.68922	0.281763	0.800984	0.216183	0.335117	-94.4707	-81.5253	-162.125	-16.4708	-92.261	-95.2877	-38.3685	-36.8915	-248.415	-84.5023	-165.029	-104.072	-60.5544	-158.033	-38.4669	-164.513	-137.8	-71.1704	-179.214	-27.0236	-361.531	0.138614	5.0625	0.366337	1.5	0.0792079	1	0.316832	1.5	0.237624	1.5	9.61538E-09	5.94032E-05	9.61538E-09	0.00228366	9.61538E-09	0.00342549	
  3700	 -24044.2	 -23914.6	    -74.6	    -54.9	   0.0100685	 0.000879307	 0.000353873	     -499.48	     5.63461	     1.36804	0.0217735	1.33673	5.31821	0.628625	0.248334	0.123041	-241.241	-53.9646	-499.48	CLADE2	CLADE3	2.25324	2.3031	0.843434	2.79799	2.01277	1.16978	1.04326	2.14094	4.52018	1.7804	2.71052	0.373236	3.79813	0.79703	1.78239	0.780383	1.58459	2.41463	0.991158	1.15045	2.30839	1.25805	2.32103	2.71727	0.193892	1.78742	0.900557	0.450765	1.97414	0.427734	0.948726	3.25193	1.82287	1.61365	1.50784	0.195773	0.37701	1.00275	0.388042	0.996866	1.30583	0.522039	-113.541	-96.5014	-133.207	-22.6749	-106.216	-76.5572	-40.9882	-54.2232	-257.525	-101.73	-157.116	-138.996	-68.4066	-80.4118	-31.2015	-154.925	-190.798	-53.9646	-241.241	-27.6312	-499.48	0.138614	5.0625	0.366337	1.5	0.0792079	1	0.316832	1.5	0.237624	1.5	9.61538E-09	3.96021E-05	9.61538E-09	0.00228366	9.61538E-09	0.00342549	
  3800	 -24047.3	 -23910.8	    -76.3	    -60.1	   0.0128616	  0.00165106	 0.000380246	    -442.167	     6.14804	     1.36804	0.022308	1.36515	5.44876	0.631957	0.249651	0.118392	-257.49	-96.8882	-442.167	CLADE2	CLADE3	0.864243	1.0156	0.903848	2.95951	5.36354	2.97917	1.26445	0.819434	1.91881	1.18568	1.8051	0.417435	3.77338	0.770724	1.04299	0.865008	1.62276	2.12806	2.03255	2.35921	2.67834	2.19337	3.31732	1.77793	0.370375	2.34567	2.5484	1.71539	3.06289	0.3605	1.2205	1.18444	1.66852	3.30508	2.35474	0.134954	1.40596	0.322754	0.225263	0.57158	1.66579	2.27556	-103.6	-87.0605	-125.134	-18.7084	-98.7693	-130.831	-16.0941	-26.4415	-272.639	-91.0709	-157.116	-139.907	-63.5158	-49.9791	-81.5203	-145.925	-170.595	-96.8882	-257.49	-71.0204	-442.167	0.138614	5.0625	0.366337	1.5	0.0792079	1	0.316832	1.5	0.237624	1.5	9.61538E-09	2.64014E-05	0.00961539	0.00152244	9.61538E-09	0.00228366	
  3900	 -24041.3	 -23915.0	    -74.5	    -51.9	  0.00934487	  0.00115371	 0.000361032	    -498.755	     6.14804	     1.36804	0.0219074	1.30943	5.3509	0.631957	0.243279	0.124764	-166.9	-82.9336	-498.755	CLADE2	CLADE3	2.13775	2.69181	0.909718	1.44084	2.48024	0.971218	1.38641	0.850513	1.99158	1.30442	1.98588	0.398602	4.11907	1.05757	1.21547	0.972387	2.01741	2.42094	1.42003	1.74472	3.11897	0.795595	2.74303	1.11458	0.139638	1.03963	1.04868	1.08167	1.07675	0.358107	1.07827	1.61819	2.78226	1.66259	3.0433	0.430523	1.26402	1.57417	0.927162	2.11028	0.523168	0.586609	-99.6822	-77.4465	-257.029	-16.9054	-92.6161	-92.8497	-32.9149	-38.4119	-227.201	-90.4833	-162.029	-116.102	-62.2254	-126.117	-78.5415	-151.783	-162.29	-82.9336	-166.9	-30.5389	-498.755	0.138614	5.0625	0.366337	1.5	0.0792079	1	0.316832	1.5	0.237624	1.5	9.61538E-09	2.64014E-05	0.00961539	0.00152244	9.61538E-09	0.00152244	
  4000	 -24047.1	 -23914.7	    -78.1	    -54.3	  0.00969547	 0.000789755	 0.000336117	    -462.779	     6.22748	       1.439	0.0291419	1.45289	5.93713	0.631957	0.268392	0.099651	-295.092	-61.7067	-462.779	CLADE2	CLADE3	1.92649	2.42579	1.22319	1.09328	2.48024	0.971218	0.279031	1.78542	4.18078	1.75314	2.66901	0.23453	3.8468	0.625205	1.25039	1.4645	2.73008	3.27616	0.698045	0.857653	0.627729	1.20429	2.4919	0.870054	0.278318	0.974275	0.729391	0.732263	1.99805	0.515315	1.84337	0.514971	1.13657	0.509531	3.0835	0.192112	0.429152	2.34741	0.658042	0.776254	0.83371	1.5319	-100.753	-53.9417	-369.208	-83.9968	-72.8333	-93.2346	-33.7591	-69.584	-333.176	-73.8688	-163.797	-145.7	-43.5992	-89.4934	-37.4144	-156.926	-274.514	-61.7067	-295.092	-33.8878	-462.779	0.138614	5.0625	0.366337	1.5	0.0792079	1	0.316832	1.5	0.237624	1.5	9.61538E-09	1.76009E-05	0.00961539	0.00152244	9.61538E-09	0.00152244	
  4100	 -24034.8	 -23905.7	    -76.6	    -52.5	   0.0106031	  0.00157967	  0.00034322	    -432.422	     5.78867	     1.07434	0.0295881	1.51243	6.02802	0.639372	0.264149	0.0964788	-251.694	-88.8496	-432.422	CLADE2	CLADE3	2.23267	3.18932	1.22128	1.01518	2.63757	1.31409	0.973422	1.32419	3.10076	1.52778	1.74029	0.272785	2.58954	0.68204	1.1092	1.43655	2.33413	2.88637	0.815367	1.0018	1.41878	1.6887	3.33065	1.86621	0.0419401	0.747183	0.821281	0.499876	2.1159	0.79221	2.97419	1.54806	0.840733	1.53625	2.89278	0.246404	0.928352	1.08246	2.24294	1.62042	0.170533	1.16226	-74.1374	-56.4588	-353.037	-34.891	-68.1138	-111.504	-35.2317	-62.1245	-340.847	-71.0902	-125.871	-203.203	-48.6424	-71.4816	-47.3611	-109.392	-243.314	-88.8496	-251.694	-23.6858	-432.422	0.237624	7.59375	0.366337	1.5	0.0792079	1	0.316832	1.5	0.237624	1.5	9.61538E-09	1.76009E-05	0.0192308	0.00101496	0.00961539	0.00101496	
  4200	 -24040.3	 -23911.9	    -76.1	    -52.2	  0.00738059	 0.000912413	 0.000344207	     -444.53	     5.78867	     1.33339	0.0295881	1.51243	6.02802	0.639372	0.264149	0.0964788	-306.556	-50.238	-444.53	CLADE2	CLADE3	1.92061	2.90763	1.13609	1.38705	1.7829	1.05563	0.427628	1.31818	2.42807	2.64394	3.19746	0.221197	2.22537	0.559982	2.36853	1.77413	2.66542	3.32494	1.18619	1.45741	0.831055	1.2408	2.74128	0.511987	0.0421663	1.04112	0.816374	0.235416	1.55452	0.473277	2.57007	1.05548	0.884676	1.31824	2.30388	0.775786	1.78194	0.154271	2.41001	2.0059	1.3955	2.07959	-74.1701	-45.7157	-287.891	-59.5662	-72.8898	-58.6061	-47.8274	-42.7035	-330.169	-72.2145	-125.871	-253.316	-41.3003	-97.2843	-60.2203	-117.004	-300.061	-50.238	-306.556	-28.9527	-444.53	0.237624	7.59375	0.366337	1.5	0.0792079	1	0.316832	1.5	0.237624	1.5	9.61538E-09	1.1734E-05	0.0192308	0.00101496	0.00961539	0.00101496	
  4300	 -24042.1	 -23915.8	    -72.8	    -53.5	  0.00812918	  0.00141915	 0.000407944	    -396.214	     6.43941	     1.33339	0.0262464	1.29222	5.34721	0.639372	0.233079	0.127549	-160.033	-75.0124	-396.214	CLADE2	CLADE3	1.56353	2.36704	1.12044	0.912229	2.81093	1.66432	0.627362	1.63544	3.01245	1.63546	1.97785	0.43032	4.23693	0.962476	1.20512	1.29123	2.5534	3.1852	0.505538	0.621129	1.21922	1.09722	2.30282	1.33516	1.85468	0.598562	2.49016	2.56565	0.962696	1.40879	1.61591	0.977037	1.38333	2.90392	3.17587	1.41361	0.943934	1.92387	0.924348	0.453493	0.421566	1.08779	-66.5496	-56.3594	-392.766	-36.4304	-65.764	-103.349	-27.2188	-89.9038	-230.168	-65.992	-112.938	-119.38	-38.6826	-98.0874	-43.5512	-112.3	-138.393	-75.0124	-160.033	-31.9108	-396.214	0.237624	7.59375	0.366337	1.5	0.0792079	1	0.316832	1.5	0.237624	1.5	9.61538E-09	7.82264E-06	0.0192308	0.00101496	0.00961539	0.00101496	
  4400	 -24046.7	 -23917.0	    -70.8	    -58.8	   0.0131825	 0.000378728	 0.000473932	    -306.197	     5.79608	     1.33339	0.0262464	1.29222	5.34721	0.639372	0.233079	0.127549	-193.874	-68.6593	-306.197	CLADE1	CLADE3	2.80283	3.4349	1.12501	1.31501	3.19348	2.05047	1.99752	1.27901	2.35591	1.78679	1.73264	0.379507	4.13885	0.803172	1.24306	1.52434	3.13399	3.59006	1.95592	2.40314	3.29861	1.42147	2.8143	0.693817	0.296788	0.95216	1.28047	2.9415	1.27401	0.31423	3.06462	1.26484	1.533	1.5905	2.53823	0.563024	2.03484	0.370567	0.400588	0.464994	1.13993	0.934595	-66.5496	-51.2721	-272.463	-13.7999	-63.3932	-109.486	-22.0929	-23.2371	-218.723	-64.7957	-112.938	-122.209	-31.5164	-75.6442	-55.6879	-112.572	-156.922	-68.6593	-193.874	-17.8011	-306.197	0.237624	7.59375	0.366337	1.5	0.0792079	1	0.316832	1.5	0.237624	1.5	9.61538E-09	5.2151E-06	9.61538E-09	0.000676639	0.0480769	0.000676639	
  4500	 -24052.9	 -23913.6	    -71.0	    -68.2	   0.0128769	 0.000689802	 0.000454557	    -407.553	     6.27782	     1.91426	0.0262464	1.29222	5.34721	0.639372	0.233079	0.127549	-189.861	-68.7903	-407.553	CLADE2	CLADE3	1.15475	1.41516	1.51509	4.19653	3.96926	2.15898	3.05232	1.30392	2.40181	2.03846	2.08797	0.393497	3.67196	0.935991	1.47804	1.40985	3.89279	4.51438	2.76711	2.76533	3.6506	3.00887	1.89672	1.37622	0.0389211	2.01459	1.337	0.708768	4.62426	0.291538	1.81712	2.69376	1.85547	5.93731	2.10773	0.244253	2.05467	2.27519	1.56757	0.884774	1.03101	2.42019	-76.4307	-63.3646	-99.6271	-12.4436	-74.8792	-105.249	-23.9836	-20.5678	-223.049	-75.5223	-114.35	-154.403	-33.105	-40.8476	-63.2899	-128.158	-168.967	-68.7903	-189.861	-49.3871	-407.553	0.237624	7.59375	0.366337	1.5	0.0792079	1	0.316832	1.5	0.237624	1.5	9.61538E-09	3.47673E-06	9.61538E-09	0.000676639	0.0480769	0.000676639	
  4600	 -24059.2	 -23916.5	    -69.7	    -72.9	  0.00921718	 0.000488843	 0.000454201	    -354.446	     5.80938	      1.9874	0.0408187	1.29478	5.3578	0.641635	0.23289	0.125475	-182.842	-54.9445	-354.446	CLADE2	CLADE3	1.96033	2.4024	2.63906	4.28287	3.21061	2.38144	1.51308	2.26278	3.92614	3.09649	2.81432	0.43442	5.26587	1.05299	1.38349	2.1544	3.19799	4.0796	1.51171	1.58186	1.74903	1.65694	5.17472	0.400457	0.045214	4.28183	0.191268	5.66269	2.03767	0.786629	3.75142	0.628795	0.406718	2.42743	2.49711	2.46612	4.6448	1.77115	1.97948	0.402041	0.445779	3.28131	-96.6082	-46.9937	-80.7146	-27.9614	-45.2258	-121.053	-31.9214	-38.709	-262.422	-83.4231	-86.0576	-126.038	-43.3832	-80.2355	-39.2636	-123.752	-174.899	-54.9445	-182.842	-36.1559	-354.446	0.237624	7.59375	0.366337	1.5	0.0792079	1	0.316832	1.5	0.237624	1.5	9.61538E-09	3.47673E-06	9.61538E-09	0.000676639	9.61538E-09	0.000451093	
  4700	 -24053.5	 -23910.4	    -77.3	    -65.7	  0.00950768	 0.000919557	 0.000335398	    -519.699	     5.80938	      1.9874	0.0408187	1.29478	5.3578	0.641635	0.23289	0.125475	-214.117	-77.3919	-319.198	CLADE2	CLADE3	2.69141	3.29835	1.56913	1.74616	1.99103	1.58423	0.636426	1.63423	3.00059	2.45158	2.3634	0.475453	5.7442	1.10258	1.83399	1.49894	3.09137	3.84069	1.544	1.93547	0.644167	1.68836	3.93615	0.841113	0.0454799	0.90667	1.02317	2.75941	3.22806	0.569769	4.96976	0.917526	1.04978	1.79878	2.75925	0.428546	1.26944	3.03179	4.0803	0.871564	1.53192	0.85715	-111.787	-82.8223	-319.198	-89.5838	-93.2701	-122.005	-59.8625	-42.7987	-238.85	-100.368	-137.637	-139.709	-55.0316	-96.5544	-66.6628	-155.545	-207.917	-77.3919	-214.117	-34.7014	-519.699	0.168317	5.0625	0.366337	1.5	0.0792079	1	0.316832	1.5	0.237624	1.5	9.61538E-09	2.31782E-06	0.0192308	0.000451093	9.61538E-09	0.000451093	
  4800	 -24068.0	 -23916.6	    -84.3	    -67.1	  0.00447298	  0.00130659	 0.000215389	    -1200.17	     5.80938	     1.76918	0.0407119	1.2628	5.34378	0.641635	0.230617	0.127747	-266.525	-106.301	-478.234	CLADE1	CLADE3	1.81325	2.385	1.31542	1.4855	2.82079	2.06089	1.1081	2.14862	3.94506	1.74777	2.78948	0.49803	5.78655	1.12899	1.59045	1.00193	3.3899	4.21158	1.56482	1.4638	1.12158	2.75507	3.20722	2.4474	0.0160992	0.365867	1.68555	2.87984	3.53852	4.35813	3.43898	2.54219	0.263138	2.2929	2.41007	1.80421	0.490436	3.36274	2.38305	1.62573	2.20409	0.786019	-145.222	-132.535	-478.234	-65.5789	-122.476	-139.784	-47.1452	-81.8645	-309.401	-134.485	-97.4362	-176.767	-63.9651	-84.9986	-64.6254	-213.671	-252.993	-106.301	-266.525	-65.6501	-1200.17	0.168317	5.0625	0.366337	1.5	0.0792079	1	0.316832	1.5	0.237624	1.5	0.00961539	1.54521E-06	0.0192308	0.000451093	9.61538E-09	0.000451093	
  4900	 -24070.2	 -23909.2	    -86.5	    -74.5	  0.00761214	  0.00312032	 0.000169189	    -2046.21	     5.87965	     1.99218	0.0407119	1.2628	5.34378	0.641635	0.230617	0.127747	-186.097	-103.498	-377.923	CLADE2	CLADE3	1.14866	1.51085	1.44147	1.58882	6.6028	3.91451	0.28864	1.00037	2.24292	1.60706	2.92937	0.634546	6.13384	1.44221	1.48668	1.13544	4.02983	5.06339	1.63713	1.31305	0.28707	2.42318	4.68473	1.40862	0.0575705	0.178326	0.944512	3.08076	2.89648	1.66789	4.41232	1.31761	0.50177	5.49524	2.01377	0.750584	2.08713	3.41522	3.95884	1.96063	0.804571	2.19185	-132.465	-113.679	-377.923	-194.491	-110.776	-127.61	-22.2206	-65.9223	-258.721	-129.265	-109.215	-149.29	-48.9376	-86.5168	-110.334	-174.336	-176.899	-103.498	-186.097	-88.7149	-2046.21	0.168317	5.0625	0.366337	1.5	0.0792079	1	0.316832	1.5	0.237624	1.5	0.00961539	1.54521E-06	0.00961539	0.000300729	0.00961539	0.000300729	
